handle,text,is_retweet,original_author,time,in_reply_to_screen_name,in_reply_to_status_id,is_quote_status,retweet_count,favorite_count,cleaned_text,x,y,theme
HillaryClinton,"Today, we'll hear Trump talk about our veterans.

Our new ad on what they've been hearing from Trump for months: https://t.co/nG2oTwOclR",False,,2016-09-06 12:07:05,,,False,4710,8400,"Today, we'll hear Trump talk about our veterans.

Our new ad on what they've been hearing from Trump for months: ",2.4613588,1.9552214,Endorsement
realDonaldTrump,"China wouldn't provide a red carpet stairway from Air Force One and then Philippines President calls Obama ""the son of a whore."" Terrible!",False,,2016-09-06 11:12:11,,,False,11104,31681,"China wouldn't provide a red carpet stairway from Air Force One and then Philippines President calls Obama ""the son of a whore."" Terrible!",11.726799,-0.07465926,Engagement
realDonaldTrump,"The truly great Phyllis Schlafly, who honored me with her strong endorsement for president, has passed away at 92. She was very special!",False,,2016-09-06 11:00:56,,,False,7113,26935,"The truly great Phyllis Schlafly, who honored me with her strong endorsement for president, has passed away at 92. She was very special!",8.838732,3.2539077,Opposition
HillaryClinton,Stronger together. https://t.co/6qmOJ39K56,True,timkaine,2016-09-06 03:36:22,,,False,3251,11643,Stronger together. ,2.4678187,1.9442073,Endorsement
HillaryClinton,"""The essence of his campaign is bigotry."" —@BernieSanders on Donald Trump in New Hampshire https://t.co/2eqNAvMvmv",False,,2016-09-06 01:03:55,,,False,2880,6637,"""The essence of his campaign is bigotry."" —@BernieSanders on Donald Trump in New Hampshire ",13.189389,1.5262731,Engagement
HillaryClinton,Unions have had the backs of working families for decades. Now they need to know we have theirs. https://t.co/lqxCtdZuLM,False,,2016-09-05 23:59:24,,,False,1445,3812,Unions have had the backs of working families for decades. Now they need to know we have theirs. ,12.490632,-1.0257777,Engagement
HillaryClinton,"While the Clinton Foundation receives high marks, Trump's is fined for a pay-to-play scheme https://t.co/RBfz9qQ1Vp https://t.co/XTc1QqhSjZ",True,TheBriefing2016,2016-09-05 23:41:10,,,False,2505,3452,"While the Clinton Foundation receives high marks, Trump's is fined for a pay-to-play scheme  ",4.527223,-0.40239525,Security
realDonaldTrump,Thank you Ohio! #AmericaFirst https://t.co/p68GAJdhwu,False,,2016-09-05 22:46:00,,,False,9539,26563,Thank you Ohio! #AmericaFirst ,4.310579,0.47853705,Endorsement
HillaryClinton,21 years ago @HillaryClinton's speech pushed the political discourse and forced a global dialogue on gender equality https://t.co/ie6q5yfytF,True,LizRomanoff,2016-09-05 22:25:11,,,False,1265,2639,21 years ago @HillaryClinton's speech pushed the political discourse and forced a global dialogue on gender equality ,8.443115,-0.49406672,Endorsement
HillaryClinton,"""Human rights are women's rights, and women's rights are human rights."" —Hillary in Beijing, 21 years ago today https://t.co/T46TNfDikW",False,,2016-09-05 21:59:22,,,False,7761,18328,"""Human rights are women's rights, and women's rights are human rights."" —Hillary in Beijing, 21 years ago today ",8.418694,-1.172239,Endorsement
HillaryClinton,Sec. of Labor Frances Perkins was our first woman cabinet member and an architect of the Fair Labor Standards Act. https://t.co/T6SXpU9oOm,False,,2016-09-05 20:24:45,,,False,2423,6359,Sec. of Labor Frances Perkins was our first woman cabinet member and an architect of the Fair Labor Standards Act. ,8.089507,-1.4614447,Endorsement
HillaryClinton,One candidate would stand up for workers and their families. The other? Not so much. https://t.co/EtDBJgyNX7,False,,2016-09-05 19:48:21,,,False,2876,6681,One candidate would stand up for workers and their families. The other? Not so much. ,7.891788,-0.86338097,Endorsement
HillaryClinton,"Unions gave us higher wages, weekends, and the largest middle class in the world. That's worth celebrating &amp; protecting. Happy #LaborDay! -H",False,,2016-09-05 19:07:48,,,False,4200,11021,"Unions gave us higher wages, weekends, and the largest middle class in the world. That's worth celebrating &amp; protecting. Happy #LaborDay! -H",7.402121,-0.36277506,Endorsement
realDonaldTrump,"Heading to Youngstown, Ohio now- some great polls. #AmericaFirst https://t.co/cGwDLSOFUt",False,,2016-09-05 18:26:10,,,False,10440,26448,"Heading to Youngstown, Ohio now- some great polls. #AmericaFirst ",3.788785,3.0499544,Social
realDonaldTrump,Thank you American Legion Post 610- for hosting @Mike_Pence &amp; I for a roundtable with labor leaders. #LaborDay #MAGA https://t.co/r0cwJlV38L,False,,2016-09-05 16:55:19,,,False,5986,19280,Thank you American Legion Post 610- for hosting @Mike_Pence &amp; I for a roundtable with labor leaders. #LaborDay #MAGA ,5.68825,-0.29405832,Security
HillaryClinton,Unions stand up for workers who need someone to have their backs. We need a president who will do the same. https://t.co/0OpO5kCyyg,False,,2016-09-05 16:38:27,,,False,3727,9445,Unions stand up for workers who need someone to have their backs. We need a president who will do the same. ,4.7934194,4.47995,Opposition
HillaryClinton,"If you're a fan of weekends, thank a union member. https://t.co/RUF2UtG2sM",False,,2016-09-05 14:12:02,,,False,2947,6892,"If you're a fan of weekends, thank a union member. ",4.76275,-3.9366271,Endorsement
realDonaldTrump,"#LaborDay #AmericaFirst
Video: https://t.co/RNl7cfzkmN https://t.co/ZqRtbV4KRI",False,,2016-09-05 14:09:28,,,False,5977,16226,"#LaborDay #AmericaFirst
Video:  ",8.965125,-3.2059407,Appreciation
realDonaldTrump,Can you believe that the Chinese would not give Obama the proper stairway to get off his plane - fight on tarmac! https://t.co/FAldS5zZi5,False,,2016-09-05 14:03:05,,,False,7846,19333,Can you believe that the Chinese would not give Obama the proper stairway to get off his plane - fight on tarmac! ,9.960181,-4.3916574,Appreciation
realDonaldTrump,President Obama &amp; Putin fail to reach deal on Syria - so what else is new? Obama is not a natural deal maker. Only makes bad deals!,False,,2016-09-05 13:49:00,,,False,9669,29131,President Obama &amp; Putin fail to reach deal on Syria - so what else is new? Obama is not a natural deal maker. Only makes bad deals!,2.4040363,3.0578558,Engagement
realDonaldTrump,"""@OSPREY675: @Miami4Trump I followed you because you are a patriot &amp; support @realDonaldTrump, as do I. #MAGA by sticking together.",False,,2016-09-05 03:59:58,,,False,3784,14209,"""@OSPREY675: @Miami4Trump I followed you because you are a patriot &amp; support @realDonaldTrump, as do I. #MAGA by sticking together.",4.8928123,-1.1862551,Security
realDonaldTrump,"""@tweak626: I'm at a biker rally in Perry, Kansas...and everyone is a @realDonaldTrump fan. Love it.""",False,,2016-09-05 03:58:39,,,False,4813,17781,"""@tweak626: I'm at a biker rally in Perry, Kansas...and everyone is a @realDonaldTrump fan. Love it.""",7.1276183,1.2805952,Endorsement
realDonaldTrump,"""@ronnieclemmons: @ChrisCJackson @TakouiS @realDonaldTrump  Trump now leads her by 2 - get real, she will lose big""",False,,2016-09-05 01:30:36,,,False,4483,15870,"""@ronnieclemmons: @ChrisCJackson @TakouiS @realDonaldTrump  Trump now leads her by 2 - get real, she will lose big""",7.261378,-0.8921161,Endorsement
realDonaldTrump,"""@lblackvelvet: @realDonaldTrump We need to show Americans that Hillary will KILL our Country !! Vote for Trump !!""",False,,2016-09-05 01:28:02,,,False,5810,18922,"""@lblackvelvet: @realDonaldTrump We need to show Americans that Hillary will KILL our Country !! Vote for Trump !!""",6.8874435,-3.1245866,Endorsement
realDonaldTrump,"""@CherNuna: @realDonaldTrump It defies belief the Web of Lies Hillary is spinning! One excuse after another. Then it's this, then it's that.",False,,2016-09-05 01:24:26,,,False,4916,16330,"""@CherNuna: @realDonaldTrump It defies belief the Web of Lies Hillary is spinning! One excuse after another. Then it's this, then it's that.",5.644536,-2.90109,Endorsement
HillaryClinton,We need better community resources for the 1 in 4 college-aged students facing mental health challenges. https://t.co/6HgJLtHeM2,True,timkaine,2016-09-05 00:41:24,,,False,1740,4364,We need better community resources for the 1 in 4 college-aged students facing mental health challenges. ,5.646002,1.5864171,Endorsement
realDonaldTrump,"Lyin' Hillary Clinton told the FBI that she did not know the ""C"" markings on documents stood for CLASSIFIED. How can this be happening?",False,,2016-09-04 23:49:48,,,False,19509,49578,"Lyin' Hillary Clinton told the FBI that she did not know the ""C"" markings on documents stood for CLASSIFIED. How can this be happening?",6.0634017,-3.6772766,Endorsement
HillaryClinton,There's going to be no one left in Washington for Trump to work with who he hasn’t insulted. https://t.co/rW6ZWJTNoR,False,,2016-09-04 23:33:39,,,True,4448,11191,There's going to be no one left in Washington for Trump to work with who he hasn’t insulted. ,4.03522,2.9115648,Social
realDonaldTrump,"To the African-American community: The Democrats have failed you for fifty years, high crime, poor schools, no jobs. I will fix it, VOTE ""T""",False,,2016-09-04 23:26:41,,,False,12743,37448,"To the African-American community: The Democrats have failed you for fifty years, high crime, poor schools, no jobs. I will fix it, VOTE ""T""",3.0871112,3.7673655,Engagement
realDonaldTrump,The polls are close so Crooked Hillary is getting out of bed and will campaign tomorrow.Why did she hammer 13 devices and acid-wash e-mails?,False,,2016-09-04 23:17:38,,,False,14314,36356,The polls are close so Crooked Hillary is getting out of bed and will campaign tomorrow.Why did she hammer 13 devices and acid-wash e-mails?,2.91072,0.69201565,Endorsement
realDonaldTrump,"The Great State of Arizona, where I just had a massive rally (amazing people), has a very weak and ineffective Senator, Jeff Flake. Sad!",False,,2016-09-04 23:05:24,,,False,6188,21427,"The Great State of Arizona, where I just had a massive rally (amazing people), has a very weak and ineffective Senator, Jeff Flake. Sad!",6.879894,-2.957273,Endorsement
realDonaldTrump,"The Republican Party needs strong and committed leaders, not weak people such as @JeffFlake, if it is going to stop illegal immigration.",False,,2016-09-04 22:05:29,,,False,7233,22192,"The Republican Party needs strong and committed leaders, not weak people such as @JeffFlake, if it is going to stop illegal immigration.",12.429966,1.4478427,Engagement
HillaryClinton,Hillary Clinton has a quietly bold idea to stop drug price spikes: https://t.co/CWTgFWhnuS https://t.co/q06VjyIRUL,True,Slate,2016-09-04 21:01:47,,,False,794,1730,Hillary Clinton has a quietly bold idea to stop drug price spikes:  ,13.053324,1.711313,Engagement
HillaryClinton,Astonishing that the Republican nominee still refuses to acknowledge that @POTUS was born in the United States. https://t.co/i4GPAi0klY,False,,2016-09-04 18:40:21,,,True,4349,8705,Astonishing that the Republican nominee still refuses to acknowledge that @POTUS was born in the United States. ,2.990739,0.84080565,Endorsement
HillaryClinton,We have a new @Tumblr! Check out letters to Hillary from Americans around the country at https://t.co/gmfVm5q0si https://t.co/0LOja02ENX,False,,2016-09-04 18:06:16,,,False,2001,5694,We have a new @Tumblr! Check out letters to Hillary from Americans around the country at  ,12.270585,1.5794617,Engagement
realDonaldTrump,Doesn't fit the MSM narrative - so they wont share what @realDonaldTrump did for Jesse Jackson in 1999 - so I will! https://t.co/qzbyxOsruU,True,DanScavino,2016-09-04 16:35:36,,,False,13146,18443,Doesn't fit the MSM narrative - so they wont share what @realDonaldTrump did for Jesse Jackson in 1999 - so I will! ,2.9704828,0.6937281,Endorsement
realDonaldTrump,"""@AnneBellar: @realDonaldTrump @CNN CNN is so biased. Never ever watch them. Trump 2016!!""",False,,2016-09-04 16:11:27,,,False,5902,19156,"""@AnneBellar: @realDonaldTrump @CNN CNN is so biased. Never ever watch them. Trump 2016!!""",5.157778,2.4075553,Endorsement
realDonaldTrump,Crooked Hillary's V.P. pick said this morning that I was not aware that Russia took over Crimea. A total lie - and taken over during O term!,False,,2016-09-04 16:04:21,,,False,6954,22297,Crooked Hillary's V.P. pick said this morning that I was not aware that Russia took over Crimea. A total lie - and taken over during O term!,5.929964,-0.046806257,Security
HillaryClinton,"""That’s a special thing about Hillary—when there’s a job worth doing, she doesn’t abandon it."" —President Carter https://t.co/6JYbmzWeGy",False,,2016-09-04 14:22:01,,,False,3332,8289,"""That’s a special thing about Hillary—when there’s a job worth doing, she doesn’t abandon it."" —President Carter ",2.7690184,3.8273718,Engagement
realDonaldTrump,"Wow, the failing @nytimes has not reported properly on Crooked's FBI release. They are at the back of the pack - no longer a credible source",False,,2016-09-04 12:55:58,,,False,9658,29942,"Wow, the failing @nytimes has not reported properly on Crooked's FBI release. They are at the back of the pack - no longer a credible source",2.4688766,0.26560113,Endorsement
HillaryClinton,"Thanks, @POTUS, for reaffirming the law to protect women's health—whichever provider you choose. https://t.co/e4o34UDvJc",False,,2016-09-03 23:04:58,,,True,2478,7768,"Thanks, @POTUS, for reaffirming the law to protect women's health—whichever provider you choose. ",6.285994,2.1863565,Endorsement
HillaryClinton,"Even before his hateful speech this week, Trump has never been vague about his feelings toward immigrants. https://t.co/5VqZYpmmy3",False,,2016-09-03 21:50:08,,,False,2251,4821,"Even before his hateful speech this week, Trump has never been vague about his feelings toward immigrants. ",2.3536205,3.0408387,Engagement
