handle,text,is_retweet,original_author,time,in_reply_to_screen_name,in_reply_to_status_id,is_quote_status,retweet_count,favorite_count,cleaned_text,x,y,favorite_count_log,scaled_retweet,theme,text_sentiment,text_sentiment_score
HillaryClinton,Trump retweets white supremacists. He took a fringe bigot and spread his message to 11 million people. https://t.co/dEv9EdvXtJ,False,,2016-08-25 19:23:33,,,False,1228,2338,Trump retweets white supremacists. He took a fringe bigot and spread his message to 11 million people. ,6.959484,-1.0771018,7.757478766584179,10.708602276735206,Security,negative,0.8228933811187744
HillaryClinton,"If Donald Trump doesn’t respect all Americans, how can he serve all Americans? https://t.co/Sp8nKxlocd",False,,2016-08-25 19:23:08,,,False,1402,3038,"If Donald Trump doesn’t respect all Americans, how can he serve all Americans? ",13.226958,0.28306463,8.019283792916793,11.192213976316083,Engagement,negative,0.7912234663963318
HillaryClinton,"In 2015, Trump launched his own campaign for president by describing Mexican immigrants as rapists and criminals. https://t.co/uSSd7XigYp",False,,2016-08-25 19:22:22,,,False,1865,3210,"In 2015, Trump launched his own campaign for president by describing Mexican immigrants as rapists and criminals. ",10.239936,3.9254878,8.074337694089515,12.309099398421516,Engagement,negative,0.7574374079704285
HillaryClinton,Trump first gained political prominence promoting the racist lie that President Obama isn’t really an American. https://t.co/WPM1I9PPN3,False,,2016-08-25 19:21:01,,,True,2966,4800,Trump first gained political prominence promoting the racist lie that President Obama isn’t really an American. ,6.148136,1.0996939,8.476579508530941,14.367803581291788,Endorsement,negative,0.7989604473114014
HillaryClinton,State regulators fined one of Trump’s casinos for repeatedly removing black dealers from the floor.,False,,2016-08-25 19:20:05,HillaryClinton,7.688905945381642e+17,False,1091,1904,State regulators fined one of Trump’s casinos for repeatedly removing black dealers from the floor.,12.5101795,4.367559,7.552237287560802,10.294570928419699,Engagement,negative,0.6988728642463684
HillaryClinton,"When Trump was getting his start in business, he was sued by the Justice Dept. for refusing to rent apartments to black and Latino tenants.",False,,2016-08-25 19:19:37,,,False,3484,6738,"When Trump was getting his start in business, he was sued by the Justice Dept. for refusing to rent apartments to black and Latino tenants.",7.8890853,1.3810166,8.815666824946216,15.159773598863401,Endorsement,negative,0.6387279033660889
HillaryClinton,Trump is reinforcing harmful stereotypes and offering a dog whistle to his most hateful supporters.,False,,2016-08-25 19:17:26,,,False,1127,2926,Trump is reinforcing harmful stereotypes and offering a dog whistle to his most hateful supporters.,10.912757,1.1164619,7.9817332866918855,10.406578677916617,Opposition,negative,0.9273022413253784
HillaryClinton,Donald Trump has built his campaign on prejudice and paranoia. He’s taking hate groups mainstream.,False,,2016-08-25 19:15:55,,,False,1428,3391,Donald Trump has built his campaign on prejudice and paranoia. He’s taking hate groups mainstream.,1.8493743,3.2606044,8.129174996911793,11.260976940329119,Engagement,negative,0.9111756086349487
HillaryClinton,"""Everywhere I go, people tell me how concerned they are by the divisive rhetoric coming from my opponent in this election."" —Hillary",False,,2016-08-25 19:15:29,,,False,1098,3780,"""Everywhere I go, people tell me how concerned they are by the divisive rhetoric coming from my opponent in this election."" —Hillary",13.003943,0.6235832,8.237743803890933,10.316541115942584,Engagement,negative,0.609401524066925
HillaryClinton,Live from Reno: Hillary discusses why @realDonaldTrump's divisive rhetoric is so dangerous to our future → https://t.co/ha9uCsizby,False,,2016-08-25 19:14:32,,,False,586,1520,Live from Reno: Hillary discusses why @realDonaldTrump's divisive rhetoric is so dangerous to our future → ,1.1056166,4.4904904,7.327123292259293,8.368209391204644,Endorsement,negative,0.6003903150558472
HillaryClinton,Longtime Ku Klux Klan leader David Duke supports Donald Trump because they share so many of the same values. https://t.co/XuXznBEslA,False,,2016-08-25 19:01:58,,,False,3317,5919,Longtime Ku Klux Klan leader David Duke supports Donald Trump because they share so many of the same values. ,7.4700656,4.7642336,8.68609172787805,14.91357710253509,Opposition,neutral,0.618349015712738
HillaryClinton,America has a lot to lose by electing Trump. But there’s one group in particular who has everything to gain. https://t.co/A6DFHnMOjd,False,,2016-08-25 18:27:51,,,False,1488,2978,America has a lot to lose by electing Trump. But there’s one group in particular who has everything to gain. ,6.721746,1.6768465,7.999342952713282,11.416534946769723,Endorsement,negative,0.8655024170875549
HillaryClinton,"Why do so many Ku Klux Klan members support Trump?

""A lot of what he believes, we believe in."" https://t.co/AqB3DLKL9f",False,,2016-08-25 17:34:22,,,False,5522,6941,"Why do so many Ku Klux Klan members support Trump?

""A lot of what he believes, we believe in."" ",1.8531466,3.2603996,8.845345196421732,17.675246020874923,Engagement,negative,0.54119873046875
HillaryClinton,Thank you to the Orlando Health and Florida Hospital for showing empathy and kindness in the face of hate. -H https://t.co/2RODu7Y5bn,False,,2016-08-25 15:19:57,,,True,2825,8247,Thank you to the Orlando Health and Florida Hospital for showing empathy and kindness in the face of hate. -H ,2.2595963,3.045622,9.017726025696795,14.136421440627752,Engagement,positive,0.9037712812423706
HillaryClinton,"There's a reason the most hateful fringe of the right wing is supporting Donald Trump.
https://t.co/AqB3DM2m0N",False,,2016-08-25 14:51:17,,,False,11979,15119,"There's a reason the most hateful fringe of the right wing is supporting Donald Trump.
",11.666853,-0.53131163,9.623773649733524,22.880922053570945,Engagement,negative,0.8147018551826477
HillaryClinton,America's best idea 100 years ago is still our best idea today. Happy birthday to the @NatlParkService. #NPS100 https://t.co/0u7krunyLl,True,johnpodesta,2016-08-25 14:01:32,,,False,2571,5233,America's best idea 100 years ago is still our best idea today. Happy birthday to the @NatlParkService. #NPS100 ,11.718429,-0.40122786,8.562931083090092,13.69937305103322,Engagement,positive,0.9882553815841675
realDonaldTrump,"So many in the African-American community are doing so badly, poverty and crime way up, employment and jobs way down: I will fix it, promise",False,,2016-08-25 12:44:55,,,False,11292,34407,"So many in the African-American community are doing so badly, poverty and crime way up, employment and jobs way down: I will fix it, promise",5.175409,2.3572137,10.446044374463572,22.43487340032181,Endorsement,negative,0.9440258741378784
realDonaldTrump,"Poll numbers are starting to look very good. Leading in Florida @CNN Arizona and big jump in Utah. All numbers rising, national way up. Wow!",False,,2016-08-25 12:34:58,,,False,10372,34600,"Poll numbers are starting to look very good. Leading in Florida @CNN Arizona and big jump in Utah. All numbers rising, national way up. Wow!",12.30399,-0.3058941,10.451637862362272,21.80825095188645,Engagement,positive,0.9794343113899231
realDonaldTrump,"""@Trump_Videos: .@Nigel_Farage of the #brexit fame - We CAN do this! We can #MAGA with @realDonaldTrump https://t.co/1qyuc8ZykJ""",False,,2016-08-25 04:34:00,,,False,5213,13633,"""@Trump_Videos: .@Nigel_Farage of the #brexit fame - We CAN do this! We can #MAGA with @realDonaldTrump ",7.482775,4.7857056,9.52032195192273,17.33920741082378,Opposition,positive,0.8227766752243042
HillaryClinton,"""He is taking a hate movement mainstream. He has brought it into his campaign."" —Hillary to @andersoncooper on Trump",False,,2016-08-25 01:49:04,,,False,3291,7699,"""He is taking a hate movement mainstream. He has brought it into his campaign."" —Hillary to @andersoncooper on Trump",11.3572235,3.6574538,8.948975607841776,14.874508610747549,Engagement,negative,0.5534875392913818
realDonaldTrump,Thoughts and prayers to the great people of Indiana. You will prevail!,False,,2016-08-25 01:41:53,,,False,7933,27276,Thoughts and prayers to the great people of Indiana. You will prevail!,4.063845,2.7925332,10.213799135235694,19.944010069317514,Social,positive,0.9671624302864075
realDonaldTrump,Great Governor @Mike_Pence is in Indiana to help lead the relief efforts after tornadoes struck. True leadership.,False,,2016-08-25 01:40:08,,,False,7796,27608,Great Governor @Mike_Pence is in Indiana to help lead the relief efforts after tornadoes struck. True leadership.,12.873945,0.14289685,10.225897085506967,19.828534174523032,Engagement,positive,0.9526411294937134
HillaryClinton,What's your volunteer personality type? Take our quiz for personalized recommendations on how to help elect Hillary: https://t.co/c09Vh2rnFd,True,HFA,2016-08-25 00:21:48,,,False,538,1197,What's your volunteer personality type? Take our quiz for personalized recommendations on how to help elect Hillary: ,6.570716,1.9615217,7.088408778675395,8.133187014000047,Endorsement,neutral,0.881585955619812
realDonaldTrump,"Will be on #Hannity @ 10pE @FoxNews- discussing various subjects including immigration-if elected, we will #BuildTheWall &amp; enforce our laws!",False,,2016-08-25 00:05:24,,,False,4254,15416,"Will be on #Hannity @ 10pE @FoxNews- discussing various subjects including immigration-if elected, we will #BuildTheWall &amp; enforce our laws!",12.400924,3.895258,9.643226075660339,16.203139156949877,Engagement,neutral,0.6159002780914307
HillaryClinton,8 things you can do *today* to help elect Hillary: https://t.co/fFpvl62RMB,False,,2016-08-24 23:10:03,,,False,1050,2282,8 things you can do *today* to help elect Hillary: ,11.407696,-0.4621767,7.733245646529795,10.163963568148533,Engagement,neutral,0.663708508014679
realDonaldTrump,"Thank you for your support!
#AmericaFirst #ImWithYou https://t.co/N8FShwYt2g",False,,2016-08-24 22:39:23,,,False,6724,19577,"Thank you for your support!
#AmericaFirst #ImWithYou ",1.3296343,1.4153985,9.882161765821376,18.874519380186246,Endorsement,positive,0.9706590175628662
HillaryClinton,FACT: The @ClintonFdn helps 11.5 million people with HIV/AIDS worldwide get their medication. https://t.co/wMAHC4u5RB,False,,2016-08-24 22:03:08,,,False,5403,10647,FACT: The @ClintonFdn helps 11.5 million people with HIV/AIDS worldwide get their medication. ,9.265973,3.198476,9.273127360074948,17.547354736411094,Opposition,positive,0.6465972661972046
realDonaldTrump,"A great afternoon in Tampa, Florida. Thank you! #TrumpPence16 https://t.co/K5MBAcnfR1",False,,2016-08-24 21:32:46,,,False,5029,17959,"A great afternoon in Tampa, Florida. Thank you! #TrumpPence16 ",13.30046,-1.0742961,9.795902341856191,17.132755291790808,Engagement,positive,0.9879999756813049
HillaryClinton,.@hillaryclinton announced a new public health fund to fight pandemics like Zika and keep American families safe https://t.co/RGXoMAkLmr,True,sarajacobs89,2016-08-24 21:02:26,,,False,861,1990,.@hillaryclinton announced a new public health fund to fight pandemics like Zika and keep American families safe ,3.4270582,2.3069592,7.596392304064196,9.513369909906107,Endorsement,positive,0.6439532041549683
HillaryClinton,Thinking about the people of both Italy and Myanmar as they respond to today's earthquakes. My heart goes out to the victims’ families. -H,False,,2016-08-24 20:05:45,,,False,3076,12470,Thinking about the people of both Italy and Myanmar as they respond to today's earthquakes. My heart goes out to the victims’ families. -H,7.024537,0.8581671,9.431161227920747,14.543271452664202,Endorsement,negative,0.5771616101264954
HillaryClinton,Indiana organizer Hillary Rodham in 1976. Join her team: https://t.co/lJ4B5ZA92K https://t.co/cKu4LUhwzQ,False,,2016-08-24 19:53:37,,,False,1410,5169,Indiana organizer Hillary Rodham in 1976. Join her team:  ,14.002868,0.10956877,8.550627967502475,11.213461704540997,Engagement,neutral,0.8458501696586609
HillaryClinton,"Before @ClintinFdn, 200K people with HIV AIDS in poor countries got lifesaving anti-retroviral meds. Because of @ClintonFdn, 11.5M do now.",True,PaulBegala,2016-08-24 18:31:53,,,False,4052,5639,"Before @ClintinFdn, 200K people with HIV AIDS in poor countries got lifesaving anti-retroviral meds. Because of @ClintonFdn, 11.5M do now.",7.620659,2.2333999,8.637639344492104,15.942501954267403,Endorsement,negative,0.4915611445903778
HillaryClinton,EpiPens can be the difference between life and death. There's no justification for these price hikes. https://t.co/O6RbVR6Qim -H,False,,2016-08-24 18:02:14,,,False,4036,10106,EpiPens can be the difference between life and death. There's no justification for these price hikes.  -H,1.6210803,0.5661937,9.220983532074662,15.921490395218946,Endorsement,negative,0.7714267373085022
realDonaldTrump,"New national poll released. Join the MOVEMENT &amp; together we will #MakeAmericaGreatAgain! 
https://t.co/3KWOl2ibaW https://t.co/rnU1fkn274",False,,2016-08-24 17:24:13,,,False,6233,17643,"New national poll released. Join the MOVEMENT &amp; together we will #MakeAmericaGreatAgain! 
 ",13.168258,1.8382474,9.77815106122483,18.403441385296862,Engagement,positive,0.8890341520309448
realDonaldTrump,Great new poll Florida - thank you! #MakeAmericaGreatAgain https://t.co/7TKpe388Bc,False,,2016-08-24 16:42:04,,,False,7606,21315,Great new poll Florida - thank you! #MakeAmericaGreatAgain ,10.820021,-4.0834923,9.967213243416673,19.66612402345836,Appreciation,positive,0.9849737882614136
HillaryClinton,A message from Hillary to young women everywhere: https://t.co/6xfdyQ3H4Y https://t.co/eEOcd3VsXi,False,,2016-08-24 15:35:50,,,False,1746,4438,A message from Hillary to young women everywhere:  ,3.4333773,2.3421025,8.398184404834035,12.041522822215539,Endorsement,neutral,0.8246271014213562
